winner,opening_eco,opening_name,time_control,black_rating_group,white_rating_group
black,D02,Queen's Gambit Refused: Baltic Defense,bullet,intermediate,intermediate
black,D02,Queen's Gambit Refused: Baltic Defense,bullet,intermediate,intermediate
white,D02,Queen's Gambit Refused: Baltic Defense,blitz,intermediate,intermediate
white,D02,Queen's Gambit Refused: Baltic Defense,blitz,beginner,beginner
white,D02,Queen's Gambit Refused: Baltic Defense,blitz,intermediate,intermediate
black,D02,Queen's Gambit Refused: Baltic Defense,rapid,intermediate,intermediate
black,D02,Queen's Gambit Refused: Baltic Defense,bullet,intermediate,intermediate
white,D02,Queen's Gambit Refused: Baltic Defense,bullet,intermediate,intermediate
white,D02,Queen's Gambit Refused: Baltic Defense,blitz,intermediate,intermediate
black,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Chigorin,bullet,advanced,advanced
white,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,rapid,intermediate,intermediate
white,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,rapid,intermediate,intermediate
white,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,bullet,advanced,advanced
black,D07,Queen's Gambit Refused: Chigorin Defense,bullet,intermediate,intermediate
draw,D07,Queen's Gambit Refused: Chigorin Defense,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense,blitz,beginner,beginner
black,D07,Queen's Gambit Refused: Chigorin Defense,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense #2,blitz,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense #2,rapid,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense #2,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense #2,bullet,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense #2,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense #3,blitz,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense #3,bullet,beginner,beginner
black,D07,Queen's Gambit Refused: Chigorin Defense #3,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense #3,bullet,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense #3,bullet,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense #3,bullet,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense #3,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense #3,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,bullet,advanced,advanced
white,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,bullet,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,blitz,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,blitz,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,blitz,intermediate,intermediate
black,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,blitz,advanced,advanced
white,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,rapid,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Chigorin Defense |  Lazard Gambit,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Chigorin Defense |  Lazard Gambit,bullet,intermediate,intermediate
draw,D07,Queen's Gambit Refused: Chigorin Defense |  Main Line,rapid,intermediate,intermediate
draw,D07,Queen's Gambit Refused: Chigorin Defense |  Main Line,bullet,intermediate,intermediate
white,D07,Queen's Gambit Refused: Chigorin Defense |  Main Line,bullet,advanced,advanced
white,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,rapid,intermediate,intermediate
white,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,classical,intermediate,intermediate
white,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,rapid,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,beginner,beginner
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,beginner,beginner
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,rapid,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,rapid,beginner,beginner
white,D06,Queen's Gambit Refused: Marshall Defense,rapid,beginner,beginner
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,rapid,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,rapid,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,classical,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,advanced,advanced
black,D06,Queen's Gambit Refused: Marshall Defense,rapid,beginner,beginner
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,advanced,advanced
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,beginner,beginner
draw,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,blitz,beginner,beginner
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,blitz,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
draw,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,beginner,beginner
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,rapid,intermediate,intermediate
black,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,D06,Queen's Gambit Refused: Marshall Defense,bullet,intermediate,intermediate
white,A50,Queen's Indian Accelerated,bullet,intermediate,intermediate
white,A50,Queen's Indian Accelerated,bullet,intermediate,intermediate
white,A50,Queen's Indian Accelerated,bullet,intermediate,intermediate
white,A50,Queen's Indian Accelerated,blitz,intermediate,intermediate
black,E12,Queen's Indian Defense,bullet,intermediate,intermediate
white,E12,Queen's Indian Defense,bullet,intermediate,intermediate
white,A47,Queen's Indian Defense,bullet,intermediate,intermediate
black,A47,Queen's Indian Defense,bullet,intermediate,intermediate
draw,E12,Queen's Indian Defense,bullet,intermediate,intermediate
white,E12,Queen's Indian Defense,bullet,intermediate,intermediate
black,A47,Queen's Indian Defense,bullet,intermediate,intermediate
draw,E12,Queen's Indian Defense,bullet,advanced,advanced
white,E12,Queen's Indian Defense,bullet,intermediate,intermediate
black,E16,Queen's Indian Defense: Capablanca Variation,blitz,advanced,advanced
black,E16,Queen's Indian Defense: Capablanca Variation,bullet,intermediate,intermediate
black,E17,Queen's Indian Defense: Classical Variation,bullet,intermediate,intermediate
black,E17,Queen's Indian Defense: Classical Variation |  Tiviakov Defense,rapid,advanced,advanced
black,E17,Queen's Indian Defense: Classical Variation |  Tiviakov Defense,rapid,advanced,advanced
